Date,Volatility % (Daily mean / Day High - Day Low)
2018-10-08,25.80645161290322
2018-10-05,21.428571428571434
2018-10-04,38.0952380952381
2018-10-03,53.636363636363626
2018-10-02,61.99649737302978
2018-10-01,40.76433121019108
2018-09-28,46.08086026039746
2018-09-27,14.075461600214084
2018-09-26,35.97122302158274
2018-09-25,31.3208420078649
2018-09-24,39.458615304528884
2018-09-21,37.39837398373984
2018-09-20,11.740041928721173
2018-09-19,15.707703846565943
2018-09-18,4.878048780487795
2018-09-17,6.979542719614915
2018-09-14,6.0606060606060534
2018-09-13,13.300045392646387
2018-09-12,30.303030303030297
2018-09-11,7.744874715261966
2018-09-10,5.349146798983422
2018-09-07,10.068707058088695
2018-09-06,4.912445645786821
2018-09-05,8.044382801664355
2018-09-04,4.651162790697678
2018-08-31,5.71428571428572
2018-08-30,9.734412401686999
2018-08-29,6.7978533094812095
2018-08-28,8.107459822499399
2018-08-27,17.487794052374607
2018-08-24,6.451612903225801
2018-08-23,9.025804251449362
2018-08-22,9.390980939098103
2018-08-21,16.863406408094438
2018-08-20,9.999999999999995
2018-08-17,9.069212410501192
2018-08-16,15.513626834381554
2018-08-15,15.0943396226415
2018-08-14,3.7252153014220033
2018-08-13,17.750355956336026
2018-08-10,19.735503560528997
2018-08-09,7.843137254901968
2018-08-08,4.0000000000000036
2018-08-07,10.07023444455437
2018-08-06,8.113590263691691
2018-08-03,12.00000000000001
2018-08-02,11.665522987942348
2018-08-01,10.888044854404038
2018-07-31,19.952867242733703
2018-07-30,11.989574283231963
2018-07-27,12.383009359251256
2018-07-26,9.4420600858369
2018-07-25,5.741045876333346
2018-07-24,7.852965747702596
2018-07-23,9.621128753340658
2018-07-20,10.5405608600857
2018-07-19,11.428571428571423
2018-07-18,12.460041201960644
2018-07-17,9.122807017543852
2018-07-16,10.796915167095111
2018-07-13,12.36727045596502
2018-07-12,14.173228346456707
2018-07-11,6.998105722148745
2018-07-10,19.999999999999986
2018-07-09,3.636363636363624
2018-07-06,7.407407407407398
2018-07-05,6.405693950177925
2018-07-03,4.54611263935138
2018-07-02,13.148788927335636
2018-06-29,4.6309696092619275
2018-06-28,27.242524916943516
2018-06-27,9.271523178807955
2018-06-26,6.493506493506499
2018-06-25,5.901639344262301
2018-06-22,10.79365079365079
2018-06-21,13.813813813813812
2018-06-20,21.456692913385826
2018-06-19,6.315789473684216
2018-06-18,9.187279151943455
2018-06-15,4.878048780487809
2018-06-14,5.555555555555561
2018-06-13,6.228373702422151
2018-06-12,13.29645635263612
2018-06-11,12.65822784810126
2018-06-08,10.658307210031344
2018-06-07,6.751238973911421
2018-06-06,22.508038585209007
2018-06-05,13.91121985319819
2018-06-04,14.043237448633207
2018-06-01,15.010141987829611
2018-05-31,18.731117824773417
2018-05-30,30.878859857482194
2018-05-29,5.722215419778789
2018-05-25,4.9180327868852505
2018-05-24,13.928475396611994
2018-05-23,34.04255319148936
2018-05-22,5.809128630705399
2018-05-21,4.184100418410046
2018-05-18,3.4188034188034218
2018-05-17,5.784605081411423
