Date,Volatility % (Daily mean / Day High - Day Low)
2018-10-08,35.00866551126517
2018-10-05,29.430719656283554
2018-10-04,21.398002853067048
2018-10-03,23.072943610967396
2018-10-02,42.19269102990034
2018-10-01,25.365853658536587
2018-09-28,33.20342946219799
2018-09-27,33.74689826302729
2018-09-26,20.129870129870135
2018-09-25,19.960861056751476
2018-09-24,27.004219409282705
2018-09-21,43.84384384384383
2018-09-20,22.797927461139896
2018-09-19,20.93023255813953
2018-09-18,29.239950990079432
2018-09-17,9.09090909090908
2018-09-14,11.872146118721453
2018-09-13,11.475409836065584
2018-09-12,5.172413793103453
2018-09-11,8.064516129032265
2018-09-10,17.886178861788615
2018-09-07,22.3938223938224
2018-09-06,8.510638297872331
2018-09-05,14.532871972318336
2018-09-04,23.77622377622378
2018-08-31,15.384615384615374
2018-08-30,17.20430107526882
2018-08-29,29.050279329608923
2018-08-28,32.5925925925926
2018-08-27,50.95057034220532
2018-08-24,25.61547479484175
2018-08-23,14.045499505440167
2018-08-22,11.302953108783841
2018-08-21,22.22222222222222
2018-08-20,21.155430050594184
2018-08-17,9.999999999999995
2018-08-16,3.883005547150774
2018-08-15,8.917197452229294
2018-08-14,8.9993626513703
2018-08-13,17.462932454695228
2018-08-10,4.421202757309248
2018-08-09,3.9592081583683303
2018-08-08,8.199472548549497
2018-08-07,8.63477246207702
2018-08-06,4.523241277417895
2018-08-03,5.058099794941899
2018-08-02,2.6241799437675697
2018-08-01,3.6236119228521364
2018-07-31,4.651162790697678
2018-07-30,6.741056022086735
2018-07-27,4.2437308521502315
2018-07-26,4.790555114087866
2018-07-25,7.048458149779731
2018-07-24,8.888888888888886
2018-07-23,12.153445739504363
2018-07-20,2.865329512893985
2018-07-19,6.920335670766758
2018-07-18,3.6429460346193014
2018-07-17,6.743088334457176
2018-07-16,10.773035157509941
2018-07-13,10.266680720986606
2018-07-12,2.4140379348818386
2018-07-11,2.5706940874036013
2018-07-10,2.6401299756295717
2018-07-09,5.541250386239579
2018-07-06,5.965527918257826
2018-07-05,4.537168320842623
2018-07-03,11.563169164882225
2018-07-02,2.100161550888523
2018-06-29,6.513105639396345
2018-06-28,3.5559827006246922
2018-06-27,7.407407407407414
2018-06-26,7.995420284324024
2018-06-25,11.690859160455078
2018-06-22,4.708662848831911
2018-06-21,4.469273743016763
2018-06-20,4.6139534883721005
2018-06-19,4.690831556503216
2018-06-18,3.636363636363639
2018-06-15,5.492247337941358
2018-06-14,5.415328132170714
2018-06-13,4.860741529182184
2018-06-12,2.6200873362445436
2018-06-11,3.59488420324921
2018-06-08,5.217391304347812
2018-06-07,6.654991243432562
2018-06-06,6.952015012063254
2018-06-05,6.3348416289592615
2018-06-04,5.377214279291418
2018-06-01,5.128205128205133
2018-05-31,4.962995211144966
2018-05-30,5.007561754326994
2018-05-29,7.947019867549676
2018-05-25,3.3333333333333366
2018-05-24,4.462474645030421
2018-05-23,4.528853177501832
2018-05-22,2.8099580971160965
2018-05-21,7.6152304609218415
2018-05-18,4.197390811117419
2018-05-17,5.211726384364825
